ts,uid,src_ip,src_port,src_mac,dst_ip,dst_port,dst_mac,proto,session_state,up_linklength,up_applength,up_pkts,down_linklength,down_applength,down_pkts
1595272036,C1nRt038M3t5LkpdfC7NIb,10.1.196.27,35796,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1509,1373,2
1595271730,Cz1IXpIoH4K3W5NmPtJup9,10.1.199.29,41275,74:ea:c8:28:14:01,192.168.255.185,8080,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272032,CXPNz4PYKAg2Ys4tB13BEGa,10.1.196.27,60799,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272037,CSSI1gfgHtk6pqj5jbHqMig,10.1.196.27,58464,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272007,Cx8l6yawLQFa2qSoqZsf0f,10.1.196.27,39403,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1524,1388,2
1595272028,CvagnFTH3JL88IsoHZ9W4bg,10.1.196.27,39648,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,587,183,6,721,453,4
1595272005,Cx5POLriTq5esgvFCnfA5a,10.1.199.6,65039,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,4450,2170,42,3963,3195,14
1595272036,Cf97CKQIW73e17I0Bbw37d4,10.1.196.27,38004,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1461,1325,2
1595272035,CxE0cPnShJEhcvKDeyCL12f,10.1.199.6,58259,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,854,256,11,112,0,2
1595272026,CuVVfzy7Plp9OOtGaqhU4p3,10.1.196.27,48378,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272033,CmfIRgbLWJ88CGMc0R0xGm,10.1.196.27,34200,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272031,C8kfeZaGvyl8GBKFYgTVCMj,10.1.196.27,45487,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272014,CnFzCYjoUDzf1CvKQcrXjok,10.1.199.6,53326,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1478,340,21,3769,3333,8
1595272030,CbsoEgIYMwA4oK31n0QSh55,10.1.196.27,37894,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272033,CbMbXaRLv8xduA9Fsa9aXsj,10.1.196.27,53163,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,805,185,10,70,0,1
1595272028,C7OMSBC7sqA6JA6mHwnve33,10.1.196.27,53426,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,683,171,8,775,639,2
1595272030,CitPJQ4R2iWejBFKr6EAXVk,10.1.196.27,51755,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,767,631,2
1595272013,C6C7EvCgEQzjskkYgY3oT0k,10.1.196.27,57560,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1415,337,17,1567,1361,3
1595272007,ClBEbOYqY3Xb9aPzuglxg2l,10.1.196.27,40363,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272036,CKb0CQRI7544wwoGihCW6c3,10.1.196.27,38005,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272013,CGvtclE5uPulr90Ixgtwuca,10.1.196.27,44664,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,577,173,6,669,401,4
1595272010,COqnSHLcexA43EhzsbOB986,10.1.196.27,54823,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272016,CsbkvK6M3pd6004btTa186,10.1.199.6,50496,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,861,587,5,568,456,2
1595272031,CCkLMB8z5ZYkIyyHipTl86j,10.1.196.27,40598,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,801,181,10,70,0,1
1595272031,CFPFW2J4LlQufKtY4rurX,10.1.199.6,60051,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,779,289,9,922,810,2
1595272026,CCgeFcgPyGJ8ZVZeOZhpPrj,10.1.196.27,36673,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1488,1352,2
1595272032,CtHD6l5sPJP5dh7fwQoTDW8,10.1.199.6,62892,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,941,289,12,1009,897,2
1595272003,CEZEwhtst9AcxqHWTqE1Ijg,10.1.199.5,49626,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1072,258,15,1620,1346,5
1595272031,CvQ5mUleeMc6A08ILqNQtqi,10.1.196.27,48860,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271695,C1TaoMkgaiRaUHhv8Emv2yj,10.1.199.6,36964,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,30038,8866,392,133250,122338,202
1595272027,C25UR4Jq3FVkBvZrvecYzs7,10.1.196.27,32883,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1533,1397,2
1595272031,CNR58TeBwLj6i35azSuNCd,10.1.196.27,52589,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,684,172,8,863,727,2
1595272003,Ciacot6a6ag7933QjXkGmc,10.1.199.5,60760,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1130,262,16,1724,1450,5
1595272004,CJW0NGOQlG9baTXLrwpfJjd,10.1.199.5,58971,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,2316,206,39,72945,68891,75
1595272031,CUqBtZZmLvUaN1MutNT9WZ1,10.1.199.6,1203,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,4907,2689,41,4577,4033,10
1595272007,CJtWy53CCIx5Id9DRi5IIC1,10.1.199.5,49019,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,583,309,5,640,420,4
1595271914,CH70ARaY4JG0cSFEwUJNRk,116.7.227.36,54309,74:ea:c8:28:14:01,10.1.193.44,80,e4:1f:13:bd:95:86,http,4,1303,859,8,1505,1281,4
1595272031,CD13Mhun5YLgpheEzSNU8Rl,121.10.254.33,64844,74:ea:c8:28:14:01,192.168.255.201,8010,00:23:7d:26:40:10,http,5,1034,752,5,870,696,3
1595271709,CfBF6rPY9TJ5BG2YxPCvFK9,91.206.14.241,40454,74:ea:c8:28:14:01,192.168.255.195,49870,00:26:55:f3:17:44,unknown,1,54,0,1,0,0,0
1595271710,CgKapOprT9a5tum136yaU62,191.255.103.88,19361,74:ea:c8:28:14:01,192.168.255.191,8080,00:15:5d:ff:bf:00,http,1,54,0,1,0,0,0
1595272028,C62o0E4VhJa8mUZBnAiLRv9,10.1.196.27,47717,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272030,CazeJYl41SU1gYAtdNJ2ns4,10.1.199.249,42054,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,2784,296,46,204,92,2
1595272006,CEvT02JEAwnel6txjfnh2of,10.1.199.5,59054,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1595,187,26,42558,40124,45
1595272015,CVUgS7JL3yWlpdfvb8V75tf,10.1.199.248,47696,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1354,378,18,3142,2706,8
1595272011,CeqHw7L47KZ8m1MH6VtHxrj,10.1.196.27,44743,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1461,1325,2
1595272034,CIAQn9JCxZXhPLSzGx6C4pj,10.1.196.27,38831,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1497,1361,2
1595272013,CKuV5X2nKu2hjNjCp2RQ2i2,10.1.196.27,39964,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595271695,CA7lNvt2HyNcVhygGBZb14i,10.1.199.249,24859,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,28813,9207,363,135614,124216,211
1595272010,Cu8twfKQxfG5vpsMGjX7Cu7,10.1.196.27,46217,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,577,173,6,669,401,4
1595272033,CKRBaFsFDqNdtBW3MFrPQB1,10.1.196.27,54270,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,705,569,2
1595272008,ClJP1dlHCbyFVyewpLXc81,10.1.199.249,60356,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1317,341,18,4892,4402,9
1595272033,CLu4rKAmdwc7C64Dm6pZog8,10.1.196.27,48503,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272028,Cxv0TVapHfV2IArwqizqUkf,10.1.196.27,39460,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1461,1325,2
1595272034,CNFkvBNj0zWgeW2XsEFoxVg,10.1.196.27,45104,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272027,ClYMIBLb7Z3lyOKuPhjxig4,10.1.196.27,57363,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595271708,CAy0dP8Ho5mbgL3GCmTFTTe,10.1.199.29,40541,74:ea:c8:28:14:01,192.168.255.185,8080,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272031,CJhifudrlpMg9WIb5cRhJad,10.1.196.27,36538,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272033,C45v5pydEFSkg4Oea4Sg9hc,10.1.196.27,55965,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,762,142,10,70,0,1
1595272024,COXSZO4BiAXfvdN3HWLa8s5,10.1.196.27,39732,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,737,171,9,895,759,2
1595272038,CHjBwh4PPkl9mxjel84egva,10.1.196.27,48103,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272027,CSoto4AylsNhGJzN9KZIOk8,10.1.196.27,52801,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1434,1298,2
1595272016,C3cVj5HZqLal6bn6imYdjch,74.91.115.239,12361,74:ea:c8:28:14:01,10.1.193.21,443,e8:39:35:22:2d:fc,https,5,54,0,1,228,0,4
1595272012,CtyCsZXFEJXaPNaX9jTugM7,10.1.196.27,40725,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272033,CpBmkuiIYCLkSxQb7OtAYaa,10.1.196.27,54600,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272036,CWSAgLibeLXgjQUalRoEhL1,10.1.196.27,54260,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,629,171,7,1512,1376,2
1595272023,CBMIJLUoPtw5JBU54rBgMu6,10.1.196.27,44203,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272027,CTm3yEJrzaGjlWbZK44eEI7,10.1.196.27,34982,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,744,178,9,970,834,2
1595272031,CrLiVTE8ITS7HiGHDWIjrr,10.1.196.27,36004,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272032,C17tAQYRezp6q5AfrGprUfk,10.1.196.27,35604,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272010,CBrjAifq7LHiTUWw2wBKL89,10.1.196.27,35994,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272030,CRzWFgrjwi1fyBkcLdDLU1f,10.1.196.27,48660,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,686,174,8,943,807,2
1595272010,Cs5U1GtglX0eyEWdZbwIKfb,10.1.196.27,38464,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,684,172,8,839,703,2
1595272036,CmskefHiiD0iBOcL3pzJ6nf,10.1.196.27,39401,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272023,ClfxKyaQ5Z9hy81RVQtKpg3,10.1.196.27,54073,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272030,CDaOba7G4Pq7fS25KdP4Lfj,10.1.196.27,56474,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,744,608,2
1595272037,CjUDQYPRfTYjAu0Pb9QYCv1,10.1.196.27,59274,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,588,184,6,669,401,4
1595271710,Cdi5HbqUz0k5UKGnCs13kJ,10.1.199.6,55208,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,3717,1711,37,5337,4735,11
1595272004,CRzEkpQLPKSixcjUvzm3lAc,10.1.199.6,45140,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,691,363,6,692,580,2
1595272025,Cx1KgdxlX761bTjvyL0uBlg,10.1.199.6,59597,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,3400,1398,37,120349,115377,92
1595272007,CxoCCuLAMmV915oTNBJ4k04,10.1.199.6,50639,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2220,326,35,98431,94647,70
1595272032,CTnrJuJU6s5eVLeR95SpMGk,10.1.199.6,29356,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1816,894,17,1510,1290,4
1595272003,C21HzZiAqpsbqAZM2lGRiOb,10.1.199.6,55268,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,611,229,7,860,694,3
1595272033,Cq4vw1B8CkZ8uGwa9kge76e,10.1.193.36,61885,74:ea:c8:28:14:01,10.1.5.50,80,00:00:00:00:00:00,http,4,499,217,5,365,137,4
1595272036,Cays89ddSisbrBOpH5wqYVc,10.1.199.6,35562,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1289,313,18,36737,35005,32
1595272039,C6LdZEhgijA9e6vW4vVSnQa,10.1.196.27,43642,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,683,171,8,984,848,2
1595272004,C68cnk60jY93cBbemytRjpc,10.1.199.5,49008,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,816,488,6,680,568,2
1595271713,C6G8TyVXLQe5gmDlyEvWgm6,10.1.252.225,4986,74:ea:c8:28:14:01,192.168.255.1,53,00:0b:ab:f6:21:b5,unknown,4,378,42,6,328,88,4
1595272024,CL20MUZJqklhViF3ohW9u2,10.1.193.13,39778,74:ea:c8:28:14:01,10.1.195.13,1521,00:00:00:00:00:00,oracle,3,79,13,1,0,0,0
1595272029,CRnsQnP2n4x4pMJpiPlOlGf,10.1.196.27,40225,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272025,CfpQLH5T2f6gWIacQnxndVj,10.1.199.249,41928,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1230,308,17,4658,4222,8
1595272013,CkSCJjrFKvfaEOLU0zxuXU1,10.1.196.27,48678,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,731,595,2
1595272009,C0yLZ7bYymN26heimiF8kh2,10.1.199.248,27368,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1768,738,19,5383,4893,9
1595272010,CGCyoXqKbfmfcnHagGQebg,10.1.196.27,37898,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,684,172,8,1103,967,2
1595272007,C3hhiUhGpGjerE2wLDkFzd9,10.1.196.27,33317,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272007,Cu7WmlKrw7Min30V9GXGj48,10.1.196.27,51916,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272006,CLiznrE5K3r9g5Xx6qAw6j,10.1.199.249,56008,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1273,243,19,37268,35536,32
1595272029,CUNoDk0nQrOc7hiXB2rOTgg,10.1.196.27,51649,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272036,CHW4SKS6fc7jqD7GtamLm89,10.1.196.27,44324,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272015,CFn5pl3e3Rz3ry6z2KblNAl,192.168.128.161,41930,74:ea:c8:28:14:01,192.168.128.252,6633,00:00:00:00:00:00,unknown,3,1036,56,14,518,56,7
1595272036,Cu9Wvss5QX4c8jNBsBZK483,10.1.196.27,33221,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272029,CD6MnNmIONTlPmyEbcKFDmi,10.1.196.27,42116,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272016,CEAVvTCa9Yhk9DGpHZxCXO9,10.1.199.249,41774,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1667,313,25,3325,2997,6
1595272037,CPC3tuGJfjr4uKOLBLjElUd,10.1.196.27,46557,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272034,Cx6onLn7xIehSgCIWGw6j9h,10.1.196.27,49270,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,699,187,8,1443,1307,2
1595272023,CyJMUOoD9w8c5stvhzvN1Xh,10.1.196.27,60609,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1521,1385,2
1595272026,CX7QBt66kv11nXQ2tGnXmu6,10.1.196.27,52682,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272007,CtGIia5MFnSdOZ5uv3wwBP7,10.1.196.27,41164,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272028,CxWzFkO7pELiJvtMkexqI3a,10.1.199.249,41998,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1237,315,17,5339,4903,8
1595272033,CBSRt44VFXIiv2xmbfxldch,10.1.196.27,47869,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272031,CFxuieM7xs8iVVbKE3NUjOd,10.1.196.27,34894,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1467,1331,2
1595272012,CGj14ectYuqctcpQ6jtLfD2,10.1.196.27,51833,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,792,172,10,70,0,1
1595272032,C7FRDWmFtLA91PCGL6VyR4j,10.1.196.27,49563,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272028,CAmQGPuj5Lk2Gzp5LRL4Bp9,10.1.196.27,60295,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,747,181,9,209,73,2
1595272032,CfHcP47b1UYg7m20Ez7R3dj,10.1.199.249,42100,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1505,313,22,3328,2946,7
1595272012,Cr1Arh5DajqiJVrt22tfmZ6,10.1.196.27,39113,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272037,CLb2pALcwah4nZ1pdlkuaYa,10.1.196.27,37218,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,685,173,8,859,723,2
1595272037,CqugJYVAyWQgK8rCeQzBOs3,10.1.196.27,38270,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272009,Ckg7hJ1JGli7VP3FPbjgmi1,10.1.196.27,33957,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1599,359,20,140,0,2
1595272036,CINtdRhpoo82F0TDtBtqF1f,10.1.196.27,55547,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272029,C9stidYQosO9JG9Xze81UV9,10.1.196.27,48902,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272031,CiIph9yRYd0bhv63KexOyd1,10.1.196.27,60909,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272007,C2MN0gAwqXEf6IVcDF4iYl,10.1.196.27,36583,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,701,189,8,545,409,2
1595272027,CmZVczyfeZgMktmYFHqul3,10.1.196.27,43454,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272032,CuBkBd79sm30mFegVtnKKj,10.1.196.27,44544,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1410,1274,2
1595272038,CmjqYVXT47O2Yl1WbIBNfW2,10.1.196.27,37015,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272039,C221PEhn3aE49ZIs4hu1oDi,10.1.196.27,57285,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272026,C4xWlJCpaWXcKVhITea6wu7,10.1.196.27,33624,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,731,595,2
1595272007,C5n0q1WJUdO2IpgwzZeheei,10.1.196.27,48477,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,762,142,10,70,0,1
1595272010,CDbcN3fub6vkRpr1Y0o5Ec1,10.1.196.27,36565,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,575,171,6,721,453,4
1595272009,ChIu0kBfBCDiVR401buHB9b,10.1.196.27,52929,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1419,341,17,1380,1174,3
1595272029,CGqwhDpP64KcAqzOSlrFf97,10.1.196.27,45449,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1506,1370,2
1595272029,CFIv58QIvkRg33DW9Jc4PU9,10.1.196.27,54519,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,583,179,6,669,401,4
1595272012,CYYfMPjxg3J4gcE5VUsK0tf,10.1.199.6,37297,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,3504,1286,41,2860,2478,7
1595272032,C7j4lebHsHidcmZ4oAT24E2,10.1.199.6,29354,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,4121,931,59,1253,925,6
1595272027,CHvuhSeZ8xp6GscQ5givuHb,10.1.199.6,29448,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,720,284,8,1445,1333,2
1595272004,CmxbB7VDsyIcCNqbZ9p5S37,10.1.199.6,64935,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,11891,7559,80,12278,10592,31
1595272008,CiBeinWYheUilf11zHGh9n4,10.1.199.6,34458,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1269,347,17,5500,5064,8
1595272016,CB2JOCwxF3FddYG0L4i2e61,10.1.193.19,62181,74:ea:c8:28:14:01,10.1.5.50,80,00:00:00:00:00:00,http,4,430,148,5,365,137,4
1595272003,CrrkKuOA1pvggk67GYVE2P4,10.1.199.6,64865,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,3534,2720,15,4194,3704,9
1595272004,CVPNnN2cEwqbFiJAQOBVdE8,10.1.199.5,58982,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1185,209,18,25872,24302,29
1595272034,CBANYp48fM5eCjurhWHJqU4,10.1.196.27,48779,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271727,CkyOyXtkm5Kj3hRPNUDv0L3,10.1.199.29,51167,74:ea:c8:28:14:01,192.168.255.185,80,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595271968,CRPSstR1z357Q6L1zqWUJB2,222.214.21.12,33388,74:ea:c8:28:14:01,10.1.193.21,80,e8:39:35:22:2d:fc,http,4,206,0,3,140,0,2
1595272025,CnOMESRZOzadpKy8KCunrG3,10.1.199.6,55843,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,774,284,9,1496,1330,3
1595272028,CXf3Ulyr81Cda5V9iKfxKG8,10.1.196.27,51728,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,583,179,6,669,401,4
1595272014,CuvPJ9g5airgliNvZC2TYb9,192.168.128.162,64527,74:ea:c8:28:14:01,192.168.128.252,6633,00:00:00:00:00:00,unknown,3,1184,64,16,592,64,8
