ts,uid,src_ip,src_port,src_mac,dst_ip,dst_port,dst_mac,proto,session_state,up_linklength,up_applength,up_pkts,down_linklength,down_applength,down_pkts
1595272023,C7mGqkFy5Lre1gj36gXiPhb,10.1.193.36,61884,74:ea:c8:28:14:01,10.1.5.50,80,00:00:00:00:00:00,http,4,499,217,5,365,137,4
1595271989,CEvSqsb9irkhY0jZ5Qj86Ui,10.1.199.6,44354,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,5978,2842,58,141183,135347,108
1595271999,CpbtNYGA24tdg54tHo3vQJ,10.1.199.5,39740,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,2093,1171,17,34564,33102,27
1595271991,CHselXxXWc3aZVBIVOC0wB5,10.1.199.249,33592,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1327,243,20,37268,35536,32
1595272011,C5XjpI4ElT92CYS4xHTdz3a,10.1.196.27,48873,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,70,0,1
1595271708,CzhYkogv3eJ7nmd3gE3GRal,10.1.252.225,46588,74:ea:c8:28:14:01,192.168.255.1,53,00:0b:ab:f6:21:b5,unknown,4,378,42,6,328,88,4
1595271996,CeanCG6k03f7XkfymBhsoNe,10.1.199.248,48208,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,2557,231,43,756,644,2
1595271989,Cf2ZtJjN9yy4Ouu1C4eBZk,10.1.199.6,44360,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,3004,1758,23,38989,37257,32
1595272000,CXja23r4pjSaEE1aZUwXxg7,10.1.199.5,43900,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,924,380,10,58,0,1
1595272017,COohN4Ft2OgfjctqKOPZ0Gc,10.1.196.1,51797,00:25:90:5b:8f:d5,10.1.5.50,80,3c:8c:40:4e:dd:46,http,4,426,148,5,361,137,4
1595272009,C6DehWSAfu73aYR5RKlXCq7,10.1.199.249,54223,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2112,326,33,98431,94647,70
1595272009,CejfZvvuF3Bf5oFeiQqtFHd,10.1.196.27,37351,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,70,0,1
1595272003,CUFSThdhWGm4MgTLtTfaOp5,10.1.199.6,55248,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,770,226,10,860,694,3
1595272015,CEdu8YbJNMrkSRkLJ52bQoe,10.1.199.5,59351,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1053,185,16,22842,21434,26
1595271990,ChkJxoeqR128OKe1j9lpLZ7,10.1.196.27,43677,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,804,184,10,70,0,1
1595272001,CkwSlc0MQMtli5TK4u0Fujc,10.1.199.5,34528,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,643,369,5,349,129,4
1595272007,ChMSaSTzUuy5NNq85GENMv8,10.1.196.27,44844,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,580,176,6,715,447,4
1595272002,C6Lse8aYfAH5H6HpndzysR,10.1.199.248,54552,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,833,289,10,9590,9100,9
1595271989,C9LI6K1Zf5b2L46Z4dpkrvi,10.1.196.27,49318,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271996,CwXjM9Rcr35kPBkw4a3azUd,10.1.196.27,44162,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271992,CZTJqdLd3s75sRwi29kWpq6,10.1.196.27,38204,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272008,CPvUFHzHlEl9cmZvWXYPX55,10.1.196.27,59536,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,628,170,7,1220,1084,2
1595272012,CeuPQp2bAvFeMGFRCba3Stk,10.1.196.27,43314,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1515,1379,2
1595272008,CVygjfeowsrfCxCeGUePuui,10.1.196.27,51752,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,799,179,10,70,0,1
1595271991,CKY9ITD8EqEiiTWndFM6rZ1,10.1.199.6,44400,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,4291,3099,22,39788,37948,34
1595272007,C4K0yoaM6uKiDkLtz5GCrfk,10.1.196.27,40486,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,804,184,10,70,0,1
1595271994,CzskaK39IzIaP76EFnFm5W2,10.1.199.248,30556,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2282,280,37,775,663,2
1595271994,CDXtVEo2MiW1sm7Dn8KB68b,10.1.196.27,43517,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,577,173,6,669,401,4
1595272004,CuC3qErBrP44QofJhE6Cv21,10.1.199.6,54488,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1485,347,21,5240,4750,9
1595271990,CXCEw88zEVq8AmMRXgzo3re,10.1.196.27,39375,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272023,C1wok14lAZx5tNfMPx1jXtl,10.1.196.27,45291,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1524,1388,2
1595271989,CSo7t5qN8I59Tq14cesiCgb,10.1.196.27,37772,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1196,334,13,2187,1783,6
1595271992,C7nPtXWFRc3cEqAc6uiyPrf,10.1.196.27,43355,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,577,173,6,70,0,1
1595272011,Cx80aXqRiul16HDKxUef1i3,10.1.196.27,59833,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,625,167,7,70,0,1
1595272008,C0K8b8YEfHlaOpoIJIXyCW8,10.1.196.27,39312,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,740,604,2
1595272010,CHwJWgPZ9Sl1i1qopILLrz9,10.1.196.27,39467,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,578,174,6,669,401,4
1595271992,CydSLBz7h7OhAF4rGHUcIri,10.1.196.27,41122,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,70,0,1
1595271992,CPMDkd4vz9H1HDxHhOxZcT,10.1.196.27,52602,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272001,CqF18KfPMVic4AApCaGotW4,10.1.199.6,6798,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1349,373,18,4985,4441,10
1595271992,CcodKWkujqE5yABQTAsGfXd,10.1.196.27,55149,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,196,60,2
1595271994,CxjYn6JTZ7Xj9C1gJsA5cIl,10.1.196.27,39544,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595271991,CtAcCR7pGzqdZu2dQVRFGu8,10.1.196.27,43945,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,792,172,10,70,0,1
1595272007,CFI7liLNIUu4kVUPFL2H4sg,10.1.196.27,34077,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271996,CCOUjzUpDamex8NYTNDX2a,10.1.196.27,36758,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272007,CJVWnZQjR0C7H8tWxvNibR5,10.1.196.27,40743,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,748,612,2
1595271994,CVIYyydJu2al1FMCcIwnNrb,10.1.196.27,43721,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,585,181,6,669,401,4
1595271993,CGJDxfG5k9L7SZh27NjQsq7,10.1.196.27,53073,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,139,3,2
1595271996,CGtcoG6HoIt4af83BTpQpBa,10.1.196.27,59586,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,762,142,10,70,0,1
1595272001,CnKDq9umlbb1tcDnt5QEGAc,10.1.199.6,41470,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,11845,4767,131,458381,438181,374
1595271991,CqUp3XVCZOAkDnlqLwO6K5k,10.1.199.6,44396,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,11035,2823,152,409453,392817,308
1595272008,C4g3XADE92AsvRuaMj84f3,10.1.199.6,15525,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,917,319,11,16570,15756,15
1595272000,CdN6fSlSozCd0OvgBn8INh5,10.1.199.6,2215,00:25:90:5b:8f:d5,10.1.196.1,80,74:ea:c8:28:14:01,http,4,1041,227,15,37481,35749,32
1595272004,C6qma2zcoZQaBNuMtFICkVj,10.1.199.6,64998,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,635,361,5,637,525,2
1595272001,CXRrrK0MjGi3dHynhASycF9,192.168.128.252,6633,74:ea:c8:28:14:01,192.168.128.163,51667,38:ad:be:98:15:34,unknown,3,111324,98256,198,10484,56,158
1595272027,C1CpBSDMTI46tGDrTSzEee2,10.1.199.6,16774,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,774,284,9,1553,1333,4
1595271993,CS5NB7lsXZra3CvpNxIOCUf,10.1.196.27,52537,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1515,1379,2
1595271712,C0BzsmvjUExco5NETegmws7,10.1.252.225,53646,74:ea:c8:28:14:01,192.168.255.1,53,00:0b:ab:f6:21:b5,unknown,5,120,0,2,66,0,1
1595272003,CMFD1Ye2bi5RlmbtEuN4F1,10.1.199.5,34164,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1025,265,14,2100,1826,5
1595271988,CZYuVfKFSr22yU537ZRJwu,10.1.199.248,24190,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1258,282,18,2982,2546,8
1595271610,CerrXXh2EzR4ogB0G8Se1s5,192.241.234.142,50302,74:ea:c8:28:14:01,192.168.255.12,80,00:ff:c0:a8:ff:fc,http,2,54,0,1,348,0,6
1595271721,CDM9vBlGdrreaT2I7btHRe7,10.1.252.225,12171,74:ea:c8:28:14:01,192.168.255.1,53,00:0b:ab:f6:21:b5,unknown,4,385,49,6,334,94,4
1595272003,CEWwxc94hyW987zq8nOKPG2,10.1.199.6,64837,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1381,999,7,1547,1327,4
1595272021,CFyaJ9Ua2DMbYpl6sY7gtl6,10.1.199.249,41854,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1230,308,17,4728,4292,8
1595271994,CSlxiTdgAHmbCFVOrm5OSWi,10.1.196.27,41961,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,683,171,8,719,583,2
1595271938,CWqdsC6DM0lh5p2Zp3Jj2yf,10.1.199.6,50496,00:25:90:5b:8f:d5,10.1.196.1,80,74:ea:c8:28:14:01,http,4,5904,4326,29,5252,4268,18
1595272005,CBeC3IInFoAhglnlMqXB9Aj,10.1.199.6,64997,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,2412,1166,23,2060,1786,5
1595272009,ChXRooGuldv1sPV8m6NWVa8,10.1.196.27,54501,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272008,Cp69qvDTz4KbT9Sd94hmRT1,10.1.196.27,35455,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272005,CXUBfBx4gZZaN3AMFBbo8H4,10.1.199.6,15619,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1263,287,18,3603,3167,8
1595272004,CDBzMufjPHHjSor8VDkd433,10.1.199.248,58960,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,623,241,7,800,580,4
1595271992,CF9xO4QRiCbfp473acJcDl8,10.1.196.27,52821,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1470,1334,2
1595271992,CRDoOsf6TJbhpvBbwssQsv9,10.1.196.27,46644,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,578,174,6,669,401,4
1595272002,C8aMXfMeqgFjvMeADuVsOmb,10.1.195.253,44583,00:00:00:00:00:00,10.1.191.253,1337,74:ea:c8:28:14:01,unknown,3,0,0,0,3698,1808,27
1595271993,Cj7PUf7s4e2l9qLMUEbwIw9,10.1.196.27,43772,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1533,1397,2
1595271994,CRWJhuNLGcFa6rav4j3O4s8,10.1.196.27,59387,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,792,172,10,1033,897,2
1595272020,CqYN9suhe0u1Qk1oXstEBJg,10.1.199.249,33076,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1163,241,17,3513,3131,7
1595272009,CODLNRnegPW9mt4FhKUPHRa,10.1.196.27,52050,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,596,192,6,737,469,4
1595272003,CeVteGnVPUNfXnYvYRMEHXf,10.1.199.5,56114,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1075,261,15,1648,1374,5
1595271995,CXTBPyknXN28PzYwlItXwHi,10.1.196.27,50575,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,70,0,1
1595271992,CQQLrUiTddc81HAn6dmZujg,10.1.196.27,42659,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,578,174,6,669,401,4
1595271991,CV0fp0fXlLl7FbUnnVLljjg,10.1.196.27,43224,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1452,1316,2
1595271995,CJxJIkZVoxU7sAdjkpI9WGl,10.1.196.27,37136,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,762,142,10,70,0,1
1595272002,CkX0vXHU1Ss22vxoNFPclwc,10.1.199.6,37680,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,504,230,5,513,401,2
1595271994,C8WQRHn7SPAcOyUu2Nmcu02,10.1.196.27,35269,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1500,1364,2
1595271997,CjE2HhO2raL7PDdrHEM8Yw7,10.1.199.6,33099,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,592,318,5,764,544,4
1595272012,CnEhBymdpD341ZN5c7tz65f,10.1.196.27,51180,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271992,Cq8985kwh4tjC9hI1OJ6B52,10.1.196.27,50182,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,801,181,10,70,0,1
1595271989,CMmqzDXXpA49DzcORFashE5,10.1.199.6,52202,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1356,272,20,4762,4326,8
1595271991,CMI2efe5aV882NuRBFHaZc6,10.1.196.27,51899,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,632,496,2
1595272004,CPDR2hQ7MSriGCuFHKMzEfj,10.1.199.5,49010,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,815,487,6,423,311,2
1595271994,CJxsf8NrupH6MfufEBGOuLi,10.1.196.27,56964,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,635,177,7,1530,1394,2
1595272011,CBImg19IIE2ehDfvCGRmR55,10.1.196.27,60456,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595272002,C1h66kaiYIIb10RYVYD7eQe,10.1.195.253,44583,00:22:46:34:8c:1d,10.1.191.253,1337,74:ea:c8:28:14:01,unknown,3,3518,2000,23,0,0,0
1595272012,C4o43vcE1eqblCR9CAisawf,10.1.196.27,53757,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,803,183,10,70,0,1
1595272003,CLN8ivOzLsc1aPLYaGsgN9,10.1.199.5,54324,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,1132,264,16,1877,1603,5
1595272010,CsywUIUhEkw2Vmj7w5ARZLf,10.1.196.27,33068,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595271989,C8h8rf17PTA7MfWNPEgCyjg,10.1.196.27,35845,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1338,314,16,739,401,5
1595271995,CLAMzMS5ARD3XWjlmGR9ITg,10.1.196.27,54310,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,799,179,10,70,0,1
1595271991,CgEcF4eoDE11pysy9InrGE2,10.1.196.27,32856,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,773,153,10,70,0,1
1595272008,CHIDeDHmMHXei3w635kTXvf,10.1.199.6,55131,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,626,352,5,692,580,2
1595271996,CrFUkNBo1fe8XEDo9MjsSJc,10.1.196.27,38860,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271994,CLtpLsOxMSo7qU89P81iGq4,10.1.196.27,39956,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1488,1352,2
1595272009,CqUQ0bcDJeK6VtyAKBusS3,10.1.196.27,47412,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272011,CPNbpe72N0y6gHDUClowhNg,10.1.196.27,39256,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1488,1352,2
1595271993,Cp1yIUdPCHObTCuzfshuYJ,10.1.196.27,48993,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,679,167,8,995,859,2
1595271996,Cv9yyiubZj0i8tNaALKwIsf,10.1.199.21,36797,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,356,18,5,688,420,4
1595272015,CqwfWanPpsehwIZSiYYdCFc,10.1.199.6,59551,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,868,432,8,9946,9456,9
1595271722,CJzgwY9HGdPiaETMVT1Wep4,165.22.39.92,32767,74:ea:c8:28:14:01,192.168.255.195,8545,00:26:55:f3:17:44,unknown,1,54,0,1,0,0,0
1595272005,CGawrZ2HqbehhEBNiiafrtb,10.1.199.5,59024,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,4,2209,207,37,67197,63521,68
1595272008,ChA9fkXNifClPZc3C1QpGve,10.1.196.27,47356,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1251,335,14,1448,1044,6
1595271716,CJRnUqKyOLBfirCCrRGvw3k,10.1.199.30,57841,74:ea:c8:28:14:01,192.168.255.9,80,00:1e:0b:ce:6e:f0,http,1,74,0,1,0,0,0
1595271718,Clxyhi5ey2a4WHl622Ca8L1,10.1.199.36,55503,74:ea:c8:28:14:01,192.168.255.8,80,00:1b:78:be:5c:40,http,1,74,0,1,0,0,0
1595272000,CDbVQkuHfBZhrZNgCKoGmu,10.1.199.248,55959,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,759,485,5,692,580,2
1595272003,CLqAP0VfPWodBi1phjvHDe,10.1.199.249,43476,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,1129,261,16,390,170,4
1595272003,C1zo8P9HPIJ3vDodeTwRLwk,172.104.175.136,60140,74:ea:c8:28:14:01,10.1.196.21,82,00:1c:c4:97:da:e6,http,4,856,440,6,435,159,4
1595272007,C5VMmQJNydqemmYEHCvg1Ga,10.1.196.27,55769,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272008,CpEoU5bIlTUgm4ESmsd9WNl,10.1.196.27,33200,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595271993,Cz9bXe7M8zD6MBCaJRbQGIf,10.1.196.27,36792,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,583,179,6,70,0,1
1595271991,CNTLK0kNojpdz51uWEVaEo7,10.1.196.27,46349,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272011,CjkOzl4CYXl7iq99FHUflHg,10.1.196.27,49942,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1533,1397,2
1595272012,CoOLzwUoUF29OkFbpy6xxLh,10.1.196.27,45109,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272026,C9JsJ9ZtqHikfbBePOolQ73,10.1.196.27,44177,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1470,1334,2
1595272019,CExZQGUHsd66mzPE7dUMEff,10.1.199.249,41824,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1230,308,17,4556,4120,8
1595271996,CccX9MZZTeZeSQTf4N6AKmd,10.1.196.27,33073,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272008,CDqQw2Ru4bY84I4495bn2Qa,10.1.196.27,50437,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1506,1370,2
1595272027,CG3B7so5uTIcmVdTRD8ww3f,10.1.196.27,60154,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1467,1331,2
1595272027,CxSbRY3YzzL55GAvJ6DvtYc,10.1.196.27,49521,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,678,166,8,157,21,2
1595272011,C76Qsg6x0E5fTVFNdlb4AP4,10.1.196.27,49275,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272019,CwYDN4ebzAbl4uHUd9UYPPa,10.1.199.6,40898,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,612,284,6,1442,1330,2
1595272012,C66ZbGcfE3VefZKjDoBWoQc,10.1.196.27,38347,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,577,173,6,669,401,4
1595272007,CRcYVDgQpWRabj4rvwq1LUa,10.1.196.27,44435,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,811,191,10,70,0,1
1595272012,CJm2sqQqkLshA0Vl3MAxTof,10.1.196.27,55987,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,624,166,7,1425,1289,2
1595272008,C5tcBCfMBsmlnGFKl6KXxC2,10.1.196.27,36044,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,576,172,6,669,401,4
1595271995,CT1BUJHCCQEeupMPo1kR9Pl,10.1.196.27,35869,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,572,168,6,669,401,4
1595272023,C9IfsUtrTcndhjdiUdVWdRc,10.1.196.27,52481,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,791,171,10,70,0,1
1595272007,CyE0AUWYriF1eVX3yqcA7y6,10.1.196.27,40953,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,796,176,10,70,0,1
1595272000,CjjGU2m3tJW4Zj9tk0g3TDj,10.1.199.6,55255,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,780,506,5,568,456,2
1595271727,Cy71qjGYiEDbr0hXpvIXgcf,10.1.199.21,41167,74:ea:c8:28:14:01,192.168.255.185,8080,00:24:81:ff:cc:96,http,1,74,0,1,0,0,0
1595272017,CRaEZm1rhqXlzc8uHiiEx0d,10.1.199.6,48348,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,2192,1432,14,2152,1824,6
1595271991,C4xZPsa4giqbBNS87FUMCee,121.10.254.33,64826,74:ea:c8:28:14:01,192.168.255.201,8010,00:23:7d:26:40:10,http,5,1034,752,5,870,696,3
1595272028,Ce8R9shdiGr1IBFwRGIkKNj,10.1.199.5,47532,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,488,214,5,513,401,2
1595272010,COn7LwpP8qu4I1PmnXM1yie,10.1.196.27,48231,00:50:56:b7:03:0f,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,1386,308,17,1489,1283,3
1595272002,CxnSSRpyO7R7eabRNhJWOjf,10.1.199.248,54556,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,4,666,284,7,9563,9073,9
1595272007,COiajijjDlUe0ee4LTe4VBa,10.1.199.249,34810,74:ea:c8:28:14:01,10.1.196.1,80,00:25:90:5b:8f:d5,http,5,2213,211,37,756,644,2
1595272014,CljskeQ6odr1xjPQw61zdw4,10.1.199.5,58604,74:ea:c8:28:14:01,10.1.196.2,80,00:1e:0b:ce:6e:f0,http,5,486,212,5,513,401,2
1595272029,CO9F09Ik17W3tCM2ATMCqm4,10.1.199.249,45693,00:25:90:5b:8f:d5,10.1.196.1,80,74:ea:c8:28:14:01,http,4,162,0,3,54,0,1
